datetime,Forecasted Load
2023-01-01 00:00:00,2467.14
2023-01-01 01:00:00,2481.55
2023-01-01 02:00:00,2459.32
2023-01-01 03:00:00,2463.23
2023-01-01 04:00:00,2431.36
2023-01-01 05:00:00,2498.53
2023-01-01 06:00:00,2326.36
2023-01-01 07:00:00,2316.83
2023-01-01 08:00:00,2446.07
2023-01-01 09:00:00,2459.56
2023-01-01 10:00:00,2494.95
2023-01-01 11:00:00,2513.74
2023-01-01 12:00:00,2510.37
2023-01-01 13:00:00,2567.53
2023-01-01 14:00:00,2616.59
2023-01-01 15:00:00,2687.73
2023-01-01 16:00:00,2712.72
2023-01-01 17:00:00,2701.39
2023-01-01 18:00:00,2755.8
2023-01-01 19:00:00,2753.58
2023-01-01 20:00:00,2652.27
2023-01-01 21:00:00,2604.48
2023-01-01 22:00:00,2566.32
2023-01-01 23:00:00,2436.67
2023-01-02 00:00:00,2491.62
2023-01-02 01:00:00,2526.86
2023-01-02 02:00:00,2572.44
2023-01-02 03:00:00,2516.35
2023-01-02 04:00:00,2549.13
2023-01-02 05:00:00,2651.17
2023-01-02 06:00:00,2793.13
2023-01-02 07:00:00,2867.41
2023-01-02 08:00:00,2828.01
2023-01-02 09:00:00,2837.66
2023-01-02 10:00:00,2802.69
2023-01-02 11:00:00,2812.48
2023-01-02 12:00:00,2762.26
2023-01-02 13:00:00,2852.59
2023-01-02 14:00:00,2798.52
2023-01-02 15:00:00,2767.06
2023-01-02 16:00:00,2755.83
2023-01-02 17:00:00,2743.7
2023-01-02 18:00:00,2755.66
2023-01-02 19:00:00,2772.04
2023-01-02 20:00:00,2744.18
2023-01-02 21:00:00,2692.2
2023-01-02 22:00:00,2610.23
2023-01-02 23:00:00,2606.92
2023-01-03 00:00:00,2568.24
2023-01-03 01:00:00,2477.53
2023-01-03 02:00:00,2372.64
2023-01-03 03:00:00,2451.48
2023-01-03 04:00:00,2529.89
2023-01-03 05:00:00,2577.29
2023-01-03 06:00:00,2644.45
2023-01-03 07:00:00,2654.97
2023-01-03 08:00:00,2703.77
2023-01-03 09:00:00,2731.01
2023-01-03 10:00:00,2734.84
2023-01-03 11:00:00,2681.73
2023-01-03 12:00:00,2788.14
2023-01-03 13:00:00,2828.92
2023-01-03 14:00:00,2861.98
2023-01-03 15:00:00,2874.81
